q_id,name,gnd,instance_of,birth,death,books_total,books_non_selfpub,books_selfpub,qualifies,confidence,requires_review,has_dewiki,publishers,sample_titles,wikidata_url,dewiki_url,swisscovery_search_url
Q132733335,Carola Gloor,1043243305,Mensch,1992-01-01,,2,2,0,True,gnd,False,False,Amadeus Verlag; [Verlag nicht ermittelbar],"Bewegung und Körperwahrnehmung im Instrumentalunterricht : Mögliche Herangehensweisen in einem ganzheitlichen Cello-Unterricht | Quartett in E-Dur für 2 Violinen, Viola und Violoncello : = Quartet in E major for two violins, viola and violoncello",https://www.wikidata.org/wiki/Q132733335,,"https://swisscovery.slsp.ch/discovery/search?query=any,contains,1043243305&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q131169712,Christian Alpiger,,Mensch,,,2,2,0,True,name-fuzzy,True,False,[Verlag nicht ermittelbar],30 Jahre Metzler-Orgel in der Stadtkirche Bremgarten : der Orgelkreis Bremgarten und sein Hintergrund | <<Der>> Einsatz des Computers im Musikunterricht : Möglichkeiten und Grenzen einer themenspezifischen Anwendung,https://www.wikidata.org/wiki/Q131169712,,"https://swisscovery.slsp.ch/discovery/search?query=creator,contains,Alpiger Christian&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q132733375,Christian Gysi,,Mensch,,,2,2,0,True,name-fuzzy,True,False,,Freiheit auf Rollen | Ursprung des nach therapeutischer Bestrahlung im Urin vermehrt ausgeschiedenen Taurins beim Menschen,https://www.wikidata.org/wiki/Q132733375,,"https://swisscovery.slsp.ch/discovery/search?query=creator,contains,Gysi Christian&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q134469660,Christian Tesini,,Mensch,,,2,2,0,True,name-fuzzy,True,False,,Auf Wildwechseln und Wasserwegen | Lebensraumaufwertung für Krebse im Kanton Aargau : Beispielprojekte und Erfahrungen,https://www.wikidata.org/wiki/Q134469660,,"https://swisscovery.slsp.ch/discovery/search?query=creator,contains,Tesini Christian&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q132552629,Christine Degen,133012867,Mensch,1956-12-24,,2,2,0,True,gnd,False,False,www.luska.ch,<<Die>> Dosenöffner | <<Die>> Märchentruhe,https://www.wikidata.org/wiki/Q132552629,,"https://swisscovery.slsp.ch/discovery/search?query=any,contains,133012867&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q133258564,Christof Merkli,1225973279,Mensch,1962-01-01,,2,2,0,True,gnd,False,False,Christof Merkli; Verlag Christof Merkli,"Entwarnung : Chronik eines systematischen Betrugs an Umwelt und Gesellschaft :  Geschichte, Ursache und Wirkung des Umweltaktivismus | Entwarnung : Handbuch der Umwelthysterie",https://www.wikidata.org/wiki/Q133258564,,"https://swisscovery.slsp.ch/discovery/search?query=any,contains,1225973279&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q132891702,Christoph Küng,129481696,Mensch,1977-01-01,,2,2,0,True,gnd,False,False,,"Aktuelle Legaltech-Trends in der Schweiz | Évolution et perspectives de la ""legaltech"" en Suisse",https://www.wikidata.org/wiki/Q132891702,,"https://swisscovery.slsp.ch/discovery/search?query=any,contains,129481696&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q132291109,Claire Burkhard,111033837,Mensch,,,2,2,0,True,gnd,False,False,Atelier MB; AtelierMB,Herbst mit Klöppelspitzen : = Automne en dentelle au fuseau = Autumn in bobbin lace | Sommer mit Klöppelspitzen : = Été en dentelle au fuseau = Summer in bobbin lace,https://www.wikidata.org/wiki/Q132291109,,"https://swisscovery.slsp.ch/discovery/search?query=any,contains,111033837&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q133566321,Claude Sidler,1245586335,Mensch,,,2,2,0,True,gnd,False,False,Zweisidler Verlag,Was Herr und Frau Lehrer auf die Palme bringt | Was Herr und Frau Lehrer auf die Palme bringt,https://www.wikidata.org/wiki/Q133566321,,"https://swisscovery.slsp.ch/discovery/search?query=any,contains,1245586335&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q85097132,Cosimo Gritsch,1052208851,Mensch,1982-12-23,,2,2,0,True,gnd,False,False,edition fink; k25 Galerie,"""Herzstück"" | [Cosimo Gritsch]",https://www.wikidata.org/wiki/Q85097132,,"https://swisscovery.slsp.ch/discovery/search?query=any,contains,1052208851&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q85104580,David Zehnder,135826896,Mensch,1952-10-31,,2,2,0,True,gnd,False,False,DonOrso-Verl; [Verlag nicht ermittelbar],Bäumli 2002 | Seebuch : eine Hommage an den Hallwilersee,https://www.wikidata.org/wiki/Q85104580,,"https://swisscovery.slsp.ch/discovery/search?query=any,contains,135826896&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q93221573,Demian Lienhard,113597862X,Mensch,1987-01-01,,2,2,0,True,gnd,False,True,Frankfurter Verlagsanstalt,"Ich bin die, vor der mich meine Mutter gewarnt hat : Roman | Mr. Goebbels Jazz Band : Roman",https://www.wikidata.org/wiki/Q93221573,https://de.wikipedia.org/wiki/Demian_Lienhard,"https://swisscovery.slsp.ch/discovery/search?query=any,contains,113597862X&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q133249640,Deny Lanz,1230575936,Mensch,1975-01-01,,2,2,0,True,gnd,False,False,container press; container press Andreas Schumacher-Rust,Schöner blauer Nachmittag : Stadtteilgeschichten | <<Die>> Sliwowitz-Mama : Gedichte & Kurzprosa,https://www.wikidata.org/wiki/Q133249640,,"https://swisscovery.slsp.ch/discovery/search?query=any,contains,1230575936&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q131842452,Diana Barbara Bach,,Mensch,,,2,2,0,True,name-fuzzy,True,False,Bioforum Schweiz,"Inhalte und Methoden des pädagogischen und schulischen Verstehens : Versuch einer Konfliktorientierung | <<Die>> weiblichen Wurzeln des Bio-Landbaus : ein Leben für das Gleichgewicht zwischen Mensch und Natur, Mann und Frau : Maria Müller-Bigler (1894-1969) Pionierin des organisch-biologischen Bio-Landbaus und der ganzheitlichen Frauenbildung",https://www.wikidata.org/wiki/Q131842452,,"https://swisscovery.slsp.ch/discovery/search?query=creator,contains,Bach Diana&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q113841735,Diemuth Königs,1110912218,Mensch,,,2,2,0,True,gnd,False,False,Schwabe Verlag; Schwabe Verlag Basel,Juden im Fricktal : Geschichte einer Minderheit vom 13. bis zum 20. Jahrhundert | Zisterzienserinnen in Olsberg : die Geschichte des Klosters Hortus Dei,https://www.wikidata.org/wiki/Q113841735,,"https://swisscovery.slsp.ch/discovery/search?query=any,contains,1110912218&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q133566378,Dorothee Stich,,Mensch,,,2,2,0,True,name-fuzzy,True,False,,Wie Zofingen Bio-Hauptstadt wurde | Wie Zofingen Bio-Hauptstadt wurde,https://www.wikidata.org/wiki/Q133566378,,"https://swisscovery.slsp.ch/discovery/search?query=creator,contains,Stich Dorothee&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q111248873,Elisabeth Kübler,1252405456,Mensch,1931-07-04,,2,2,0,True,gnd,False,True,Edition Patrick Frey,Elisabeth Kübler - vom Leben einer Unangepassten | Vom Leben einer Unangepassten,https://www.wikidata.org/wiki/Q111248873,https://de.wikipedia.org/wiki/Elisabeth_K%C3%BCbler,"https://swisscovery.slsp.ch/discovery/search?query=any,contains,1252405456&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q133249661,Elisabeth Leimgruber,,Mensch,,,2,2,0,True,name-fuzzy,True,False,Schubi,<<Les>> images de l'enfant dans la littérature française du XIIe au XVe siècle | PraxisBuch Reime finden - Verse schmieden : Unterrichtsvorschläge für alle Altersstufen : mit 70 Kopiervorlagen,https://www.wikidata.org/wiki/Q133249661,,"https://swisscovery.slsp.ch/discovery/search?query=creator,contains,Leimgruber Elisabeth&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q134475022,Elisabeth Vonder Mühll,130158933,Mensch,,,2,2,0,True,gnd,False,False,Schweizerisches Jugendschriftenwerk,Spiel mit mir das Teekesselspiel | Vom Bärlein Bariann,https://www.wikidata.org/wiki/Q134475022,,"https://swisscovery.slsp.ch/discovery/search?query=any,contains,130158933&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q1253158,Emil Würmli,134561562,Mensch,1920-03-03,2007-11-06,2,2,0,True,gnd,False,True,Edition Helbling; Würmli,Bi eus im schöne Rhyfälde : Marsch | Frohes Wiederseh'n : = Joyeux revoir : Marsch,https://www.wikidata.org/wiki/Q1253158,https://de.wikipedia.org/wiki/Emil_W%C3%BCrmli,"https://swisscovery.slsp.ch/discovery/search?query=any,contains,134561562&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q132552634,Esther Destratis,1070968226,Mensch,1985-01-01,,2,2,0,True,gnd,False,False,Esther Destratis,<<Die>> Gezeiten von Cramond | Neuschnee des Lebens : Roman,https://www.wikidata.org/wiki/Q132552634,,"https://swisscovery.slsp.ch/discovery/search?query=any,contains,1070968226&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q134475006,Esther Villiger,,Mensch,,,2,2,0,True,name-fuzzy,True,False,Fona,<<Das>> Bild des Dichters : Untersuchungen zur Figur des Dichters in der Kurzprosa Robert Walsers | Vegetarisches aus aller Welt,https://www.wikidata.org/wiki/Q134475006,,"https://swisscovery.slsp.ch/discovery/search?query=creator,contains,Villiger Esther&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q1372699,Eugen Kuhn,116602317,Mensch,1895-05-03,1970-04-11,2,2,0,True,gnd,False,True,Ernst Ingold; Kantonaler Lehrmittelverlag,<<Das>> Schreiben : Wegleitung für den Unterricht nach den Richtlinien der Schweizerischen Studienkommission für Schrift und Schreiben | <<Die>> Schweizer Schulschrift im Kanton Aargau : eine Wegleitung für den Schreibunterricht,https://www.wikidata.org/wiki/Q1372699,https://de.wikipedia.org/wiki/Eugen_Kuhn,"https://swisscovery.slsp.ch/discovery/search?query=any,contains,116602317&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q133448423,Evelyn Reimann,1069568775,Mensch,1979-01-01,,2,2,0,True,gnd,False,False,Verlag Johannes Petri,Es muss etwas passieren | <<Die>> Schicksalsweberei : Entwicklungsroman,https://www.wikidata.org/wiki/Q133448423,,"https://swisscovery.slsp.ch/discovery/search?query=any,contains,1069568775&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q134476601,F.J. Waldmeyer,,Mensch,,,2,2,0,True,name-fuzzy,True,False,Gebr. Isenegger & Co,1 Brief an Meyer | Möhlin-Ryburg : geschichtliche Skizzen,https://www.wikidata.org/wiki/Q134476601,,"https://swisscovery.slsp.ch/discovery/search?query=creator,contains,Waldmeyer F.&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q132891676,Felix Knüsel,1089773994,Mensch,1966-01-01,,2,2,0,True,gnd,False,False,F. Knüsel; Peter Knüsel,Before I go | Timelines and cycles,https://www.wikidata.org/wiki/Q132891676,,"https://swisscovery.slsp.ch/discovery/search?query=any,contains,1089773994&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q134476637,Gabriela Wettstein,,Mensch,,,2,2,0,True,name-fuzzy,True,False,[Verlag nicht ermittelbar],<<Die>> Familie Sautier in Luzern | Von der Frauenschule zur Pädagogischen Hochschule : die Entwicklung der aargauischen Ausbildung zur Kindergartenlehrperson,https://www.wikidata.org/wiki/Q134476637,,"https://swisscovery.slsp.ch/discovery/search?query=creator,contains,Wettstein Gabriela&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q107062974,Gerhard Neidhöfer,1089124015,Mensch,1931-01-01,2021-11-18,2,2,0,True,gnd,False,True,,"Untersuchung verschiedener Verdrillungsarten in Statorwicklungen grosser Synchronmaschinen, deren Wirkung auf Strom- und Temperaturverteilung und Zusatzverluste in verschiedenen Betriebszuständen | Zusatzverluste in Statorwicklungen grosser Synchronmaschinen unter Berücksichtigung der Verdrillung und der Stirnraumfelder",https://www.wikidata.org/wiki/Q107062974,https://de.wikipedia.org/wiki/Gerhard_Neidh%C3%B6fer,"https://swisscovery.slsp.ch/discovery/search?query=any,contains,1089124015&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q132887059,Geri oder Gerhard Hirt,,Mensch,,,2,2,0,True,name-fuzzy,True,False,,"1 Brief an Bräm, Wirtz | 36 Briefe an Hermann Hans Wetzler",https://www.wikidata.org/wiki/Q132887059,,"https://swisscovery.slsp.ch/discovery/search?query=creator,contains,Hirt&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q1515701,Gertrud Villiger-Keller,106253025X,Mensch,1843-08-15,1908-04-05,2,2,0,True,gnd,False,True,Zahn,Gemeinnütziger Frauenverein (Schweizerischer) | <<Die>> Schweizer Frau : ein Familienbuch,https://www.wikidata.org/wiki/Q1515701,https://de.wikipedia.org/wiki/Gertrud_Villiger-Keller,"https://swisscovery.slsp.ch/discovery/search?query=any,contains,106253025X&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q132552686,Goran Dusej,,Mensch,,,2,2,0,True,name-fuzzy,True,False,Institut für Kurdische Studien; Institute of Kurdish studies,Bleeding Rose : modern Kurdish poetry = Guḻī xuyênawî | Blutige Rose : moderne kurdische Dichtung,https://www.wikidata.org/wiki/Q132552686,,"https://swisscovery.slsp.ch/discovery/search?query=creator,contains, Goran&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q132229416,Hannes Egli,1116480832,Mensch,1958-01-07,,2,2,0,True,gnd,False,False,Buschö; edition clandestin,Aargau - eine Grenzerfahrung | Dass er sich Zeit lässt : Gespräche über Hannes Egli,https://www.wikidata.org/wiki/Q132229416,,"https://swisscovery.slsp.ch/discovery/search?query=any,contains,1116480832&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q95305236,Hans Bieri,132856379,Mensch,1929-01-01,,2,2,0,True,gnd,False,False,Peter Lang,Dogmatik als Selbstverständnis des christlichen Glaubens? : zur Dogmatik von Fritz Buri | <<Der>> Streit um das kopernikanische Weltsystem im 17. Jahrhundert : Galileo Galileis Akkommodationstheorie und ihre historischen Hintergründe : Quellen - Kommentare - Übersetzungen,https://www.wikidata.org/wiki/Q95305236,,"https://swisscovery.slsp.ch/discovery/search?query=any,contains,132856379&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q96363170,Hans Dubs,1016115261,Mensch,1923-02-15,2005-12-01,2,2,0,True,gnd,False,False,[Verlag nicht ermittelbar],<<Das>> Berufsgeheimnis des Geistlichen : Vortrag gehalten vor dem ref. Pfarrkapitel des Kantons Aargau am 11.März 1963 in Aarau | <<Die>> Strafzumessung : Hans Dubs. Zur Strafzumessung,https://www.wikidata.org/wiki/Q96363170,,"https://swisscovery.slsp.ch/discovery/search?query=any,contains,1016115261&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q122337892,Hans E. Walty,1246931834,Mensch,1868-10-24,1948-01-21,2,2,0,True,gnd,False,True,Christoph Merian Verlag; [VSVP],"Pilzwerk : die fantastischen Farben, Formen und Fungi von Hans Walty | VSVP Original-Bilder der Schweizer Pilztafeln",https://www.wikidata.org/wiki/Q122337892,https://de.wikipedia.org/wiki/Hans_E._Walty,"https://swisscovery.slsp.ch/discovery/search?query=any,contains,1246931834&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q2711931,Hans Hemmeler,1050161955,Mensch,1915-08-19,2009-06-06,2,2,0,True,gnd,False,True,H.R. Sauerländer; H.R. Sauerländer & Co,"<<Die>> Arbeit am Sandkasten | Festschrift Eugen Bircher : [dem Soldaten, Militärschrifsteller und Politiker ... zum siebzigsten Geburtstag gewidmet von der Aargauischen Vaterländischen Vereinigung, von Freunden, Kameraden und Mitarbeitern]",https://www.wikidata.org/wiki/Q2711931,https://de.wikipedia.org/wiki/Hans_Hemmeler,"https://swisscovery.slsp.ch/discovery/search?query=any,contains,1050161955&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q112433286,Hans Jörg Leu,120686015,Mensch,1926-01-01,2023-05-03,2,2,0,True,gnd,False,False,About Books; Thesis Verlag,Hans-Jörg Leu: Brandnacht | Uri - eine verlorene Welt? : Spraybilder zu Magie und Animismus in der Urner Sagenwelt,https://www.wikidata.org/wiki/Q112433286,,"https://swisscovery.slsp.ch/discovery/search?query=any,contains,120686015&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q132970377,Hans Vogel,131930931,Mensch,1948-01-01,,2,2,0,True,gnd,False,False,Gemeinde Lupfig; [Einwohnergemeinde],"Lupfig und Scherz : Geschichte, Geschichten : von den urgeschichtlichen Anfängen bis zum Zusammenschluss der politischen Gemeinden | Lupfig und Scherz : Geschichte, Geschichten",https://www.wikidata.org/wiki/Q132970377,,"https://swisscovery.slsp.ch/discovery/search?query=any,contains,131930931&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q131744746,Hansjörg Anderegg,142863807,Mensch,1947-01-01,,2,2,0,True,gnd,False,False,Hansjörg Anderegg,Pures Gold : Thriller | <<Die>> Zecke : Thriller,https://www.wikidata.org/wiki/Q131744746,,"https://swisscovery.slsp.ch/discovery/search?query=any,contains,142863807&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q131169706,Heinz Aeschlimann,1145664377,Mensch,1931-01-01,2020-01-01,2,2,0,True,gnd,False,False,Studiensammlung Kern; [Institut für Geodäsie und Photogrammetrie],<<Die>> Kreisteilmaschine Kern : Herstelllungsverfahren der Doppelkreise für Theodolite mit den Kreisteilmaschinen der Firma Kern & Co. AG in Aarau von 1939 bis 1989 | Zur Genauigkeit geodätischer Verschiebungsmessungen,https://www.wikidata.org/wiki/Q131169706,,"https://swisscovery.slsp.ch/discovery/search?query=any,contains,1145664377&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q134716385,Heinz Herbert Trio,1086193334,Musikgruppe,,,2,2,0,True,gnd,False,False,Intakt Records; Unit Records,<<Die>> Reise des Gerbiculus Starwatchers | Yes,https://www.wikidata.org/wiki/Q134716385,,"https://swisscovery.slsp.ch/discovery/search?query=any,contains,1086193334&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q132887070,Heinz Hoegger,,Mensch,,,2,2,0,True,name-fuzzy,True,False,[Verlag nicht ermittelbar],Albedo der Schweiz : Berechnung der mittleren monatlichen Albedo in der Schweiz aus NOAA/AVHRR-Daten | Verhalten der abfliessenden Kaltluft im Übergangsbereich Urner Reusstal - Mittelland,https://www.wikidata.org/wiki/Q132887070,,"https://swisscovery.slsp.ch/discovery/search?query=creator,contains,Hoegger Heinz&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q134476656,Heinz Wildi,,Mensch,,,2,2,0,True,name-fuzzy,True,False,ELK-Verlag; Kohl,Bildergeschichten mit Witz : 18 Sprech- und Schreibanlässe : 2./3. Schuljahr | <<Das>> Malheur : Bildergeschichten zum Schmunzeln mit Steffi und Stanislaus,https://www.wikidata.org/wiki/Q134476656,,"https://swisscovery.slsp.ch/discovery/search?query=creator,contains,Wildi Heinz&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q133566272,Helen Schmid,1060790742,Mensch,,,2,2,0,True,gnd,False,False,Fona,<<Das>> grosse Landfrauen Jahreszeitenbuch | Landfrauen Weihnachtszeit : Rezepte & Geschenke,https://www.wikidata.org/wiki/Q133566272,,"https://swisscovery.slsp.ch/discovery/search?query=any,contains,1060790742&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q55124454,Herman Haberer,11969591X,Mensch,1505-01-01,1578-01-01,2,2,0,True,gnd,False,True,by Christoffel Froschouer,"<<Ein>> gar schön Spyl von dem glöubigen Vatter Abraham, wie Gott mit im und er uss sim Befelch gehandlet : von einer Burgerschafft zu Läntzburg im Ergöuw uff den 29. Mäyens gespilt unnd nüwlich ussgangen | <<Ein>> gar schön Spyl von dem glöubigen Vatter Abraham, wie Gott mit jm und er uss sim Befelch ghandlet : von einer Burgerschafft zuo Läntzburg im Ergöuw uff den 29. Mäyens gespilt unnd nüwlich ussgangen",https://www.wikidata.org/wiki/Q55124454,https://de.wikipedia.org/wiki/Hemmann_Haberer,"https://swisscovery.slsp.ch/discovery/search?query=any,contains,11969591X&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q132552679,Hermann Dunkel,,Mensch,,,2,2,0,True,name-fuzzy,True,False,Baden Verlag,Beobachtungen mit einem Prismenastrolab | Freude am Kleinen : Verse und Aquarelle,https://www.wikidata.org/wiki/Q132552679,,"https://swisscovery.slsp.ch/discovery/search?query=creator,contains,Dunkel Hermann&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q112687537,Hermann Muntwyler,1082253774,Mensch,1898-09-16,1984-03-16,2,2,0,True,gnd,False,False,René und Helene Muntwyler Hochstrasser; René und Helene Muntwyler-Hochstrasser,Gezeichnetes von Hermann Arnold Muntwyler (1898-1984) | Hermann Arnold Muntwyler : 1898-1984,https://www.wikidata.org/wiki/Q112687537,,"https://swisscovery.slsp.ch/discovery/search?query=any,contains,1082253774&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q134475013,Hildi Vogler-von Känel,,Mensch,,,2,2,0,True,name-fuzzy,True,False,,1 Brief an Johann Jakob Hess (1741-1828) | 1 Telegramm an Othmar Schoeck,https://www.wikidata.org/wiki/Q134475013,,"https://swisscovery.slsp.ch/discovery/search?query=creator,contains,Vogler&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q134476610,Hugo Wasser,,Mensch,,,2,2,0,True,name-fuzzy,True,False,[Fussballclub]; [Verlag nicht ermittelbar],"100 Jahre Fussballclub Buchs : 1914-2014 | 50 Jahre FC Kulm, 1930-1980 : Vereinschronik",https://www.wikidata.org/wiki/Q134476610,,"https://swisscovery.slsp.ch/discovery/search?query=creator,contains,Wasser Hugo&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q132887002,Hüseyin Haskaya,135616425,Mensch,1964-01-01,,2,2,0,True,gnd,False,False,Edition Soziothek; Ülkem Produktion,"Personalauswahl der professionellen Mitarbeiter in NPO'ss : Fehler, Ursachen und Lösungsansätze | Weder Kind noch Erwachsene! : körperliche Gewalttätigkeit männlicher Jugendlicher zwischen 12 und 17",https://www.wikidata.org/wiki/Q132887002,,"https://swisscovery.slsp.ch/discovery/search?query=any,contains,135616425&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q1673647,Isabelle Stamm,134275683,Mensch,1977-03-19,,2,2,0,True,gnd,False,True,Isele; Limmat Verlag,Schonzeit | Zwillings Welten : Roman,https://www.wikidata.org/wiki/Q1673647,https://de.wikipedia.org/wiki/Isabelle_Stamm,"https://swisscovery.slsp.ch/discovery/search?query=any,contains,134275683&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q132891645,Jacqueline Keller-Werder,1233315269,Mensch,1962-01-01,,2,2,0,True,gnd,False,False,Aargauer OL-Verband; Verlag lauf-and-schrybe,"Gebenstorfer Erinnerungen : ein Buch über das Leben der 100-jährigen Einwohnerin Bernadette Erni-Ursprung und die Entwicklung des Vereins ""mitenand läbe"" verwoben mit Geschichte(n) aus dem Dorf 1925-2025 | Jubiläumsschrift 1971-2021: Aargauer OL-Verband",https://www.wikidata.org/wiki/Q132891645,,"https://swisscovery.slsp.ch/discovery/search?query=any,contains,1233315269&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q132891695,Jarmila Kriz,,Mensch,,,2,2,0,True,name-fuzzy,True,False,buag Grafisches Unternehmen AG,"Bäderromanze - von Ganzheiten, Wahrheiten und Einzelheiten : Foto-Kalender 2001 | <<Ein>> fotografischer Streifzug durch Baden",https://www.wikidata.org/wiki/Q132891695,,"https://swisscovery.slsp.ch/discovery/search?query=creator,contains,Kriz Jarmila&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q133249679,Jaël Lohri,1082544981,Mensch,1979-01-01,,2,2,0,True,gnd,False,False,Edrerettum-Verlag; Wolfbach,<<Der>> Sommer ist ein schneller Vogelschatten : Gedichte | Zwischenwispern,https://www.wikidata.org/wiki/Q133249679,,"https://swisscovery.slsp.ch/discovery/search?query=any,contains,1082544981&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q132127052,Jürg Bitterli,,Mensch,,,2,2,0,True,name-fuzzy,True,False,,<<Der>> Fahrplan - eine Blackbox? | Nahwärmeversorgung mit beispielhafter Energienutzung,https://www.wikidata.org/wiki/Q132127052,,"https://swisscovery.slsp.ch/discovery/search?query=creator,contains,Bitterli Jürg&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q133258534,Karin Maurer,,Mensch,,,2,2,0,True,name-fuzzy,True,False,United p.c,"Technische Bauten in der Landschaft : Dargestellt am Beispiel Funkübertragungsstelle auf dem Hohenpeissenberg | Twixi, die kleine Maus : eine spannende Geschichte für Kinder und Jugendliche",https://www.wikidata.org/wiki/Q133258534,,"https://swisscovery.slsp.ch/discovery/search?query=creator,contains,Maurer Karin&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q133566366,Karl Staubli,11765230X,Mensch,,,2,2,0,True,gnd,False,False,Julius Springer,<<Das>> Höhenklima als therapeutischer Faktor | <<Die>> klinische Bedeutung der Eosinophilie,https://www.wikidata.org/wiki/Q133566366,,"https://swisscovery.slsp.ch/discovery/search?query=any,contains,11765230X&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
Q134469670,Kaspar Tribelhorn,1213523737,Mensch,,,2,2,0,True,gnd,False,False,Jonglierprofi GmbH,Diabolo spielen - so einfach wie noch nie! : das Diabolobuch vom Starjongleur | Jonglieren – so einfach wie noch nie! : das Jonglierbuch vom Starjongleur,https://www.wikidata.org/wiki/Q134469670,,"https://swisscovery.slsp.ch/discovery/search?query=any,contains,1213523737&tab=41SLSP_NETWORK_CI&vid=41SLSP_NETWORK:LIBRARYNETWORK"
