q_id,label,given,family,gnd,instance_of,birth,death,dewiki_url,has_dewiki,wikidata_url
Q132564602,Kurt Emmenegger,Kurt,Emmenegger,1150890673,Mensch,1955-01-01,,,False,https://www.wikidata.org/wiki/Q132564602
Q132564603,Max Engel,Max,Engel,130182583,Mensch,1927-01-01,,,False,https://www.wikidata.org/wiki/Q132564603
Q132564605,Hermann Engler,Hermann,Engler,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132564605
Q132564607,Tanja Enseroth,Tanja,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132564607
Q132564608,Isabelle Equey,Isabelle,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132564608
Q132564611,Bruno Erb,Bruno,Erb,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132564611
Q132564612,Judith Erdin,Judith,Erdin,1229122796,Mensch,1988-01-01,,,False,https://www.wikidata.org/wiki/Q132564612
Q132564617,Regina Erhard,Regina,Erhard,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132564617
Q132564619,Michel Erismann,Michel,Erismann,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132564619
Q132564620,Marianne Erne,Marianne,Erne,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132564620
Q132564623,Bertram Ernst,Bertram,Ernst,1150708557,Mensch,,,,False,https://www.wikidata.org/wiki/Q132564623
Q132564624,Daniel Escher,Daniel,Escher,13944677X,Mensch,,,,False,https://www.wikidata.org/wiki/Q132564624
Q132564626,Markus Estermann,Markus,Estermann,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132564626
Q132694574,Christina Boss,Christine,Boss,1081963530,Mensch,1949-01-01,,,False,https://www.wikidata.org/wiki/Q132694574
Q132696098,Fabian Furter,Fabian,Furter,1022935224,Mensch,1976-01-01,,,False,https://www.wikidata.org/wiki/Q132696098
Q132732083,Andreas Fahrländer,Andreas,Fahrländer,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132732083
Q132732084,Hans Fahrländer,Hans,Fahrländer,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132732084
Q132732085,Ger Falke,Ger,Falke,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132732085
Q132732086,Lukas Fankhauser,Lukas,Fankhauser,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132732086
Q132732087,Colombo Farinoli,Colombo,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132732087
Q132732088,Adolf Fäs,Adolf,Fäs,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132732088
Q132732089,Samuel Fäs,Samuel,Fäs,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132732089
Q132732090,Werner Fasolin,Werner,Fasolino,138110301,Mensch,1950-01-01,,,False,https://www.wikidata.org/wiki/Q132732090
Q132732091,Alain Fauquex,Alain,Fauquex,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132732091
Q132732094,Ruedi Fehlmann,Ruedi,Fehlmann,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132732094
Q132732095,Monika Fehlmann-Leutwyler,Monika,Leutwyler,110314197X,Mensch,1958-06-03,,,False,https://www.wikidata.org/wiki/Q132732095
Q132732096,Vinzenz Felder,Vinzenz,Felder,120943816,Mensch,1933-01-01,,,False,https://www.wikidata.org/wiki/Q132732096
Q132732098,Jean-Marc Felix,Jean-Marc,Felix,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132732098
Q132732099,Elisabeth Feller,Elisabeth,Feller,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132732099
Q132732100,Tommy Fellner,Tommy,Fellner,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132732100
Q132732101,Melanie Ferreira de Almeida,Melanie,Ferreira,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132732101
Q132732102,Beat Samuel Fey,Beat,Fey,1251792561,Mensch,1951-01-01,,,False,https://www.wikidata.org/wiki/Q132732102
Q132732104,Ursula Fiechter,Ursula,Fiechter,1069015024,Mensch,1964-01-01,,,False,https://www.wikidata.org/wiki/Q132732104
Q132732106,F. Fierz-Bebié,F.,Fierz,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132732106
Q132732107,Willi Fikisz,Willi,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132732107
Q132732108,Peter Finc,Peter,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132732108
Q132732109,Erich Fischer,Erich,Fischer,135504805,Mensch,1955-01-19,,https://de.wikipedia.org/wiki/Erich_Fischer_(Musiker),True,https://www.wikidata.org/wiki/Q132732109
Q132732110,Ernst Fischer,Ernst,Fischer,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132732110
Q132732111,Mark Fischer,Mark,Fischer,1252388519,Mensch,,,,False,https://www.wikidata.org/wiki/Q132732111
Q132732112,Thomas Fischer,Thomas,Fischer,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132732112
Q132732113,Urs Fischer,Urs,Fischer,1145329888,Mensch,1946-01-01,,,False,https://www.wikidata.org/wiki/Q132732113
Q132732115,Victor Fischer,Victor,Fischer,1077009941,Mensch,1956-01-01,,,False,https://www.wikidata.org/wiki/Q132732115
Q132732116,Walter Fischer,Walter,Fischer,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132732116
Q132732117,Yvonne Fischer,Yvonne,Fischer,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132732117
Q132732118,Christoph Flory,Christoph,Flory,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132732118
Q132732120,Hannes Flück,Hannes,Flück,1147406111,Mensch,,,,False,https://www.wikidata.org/wiki/Q132732120
Q132732121,Hans Peter Flückiger,Hans Peter,Fluckiger,121960058X,Mensch,1952-01-01,,,False,https://www.wikidata.org/wiki/Q132732121
Q132732122,Natalie Flückiger,Natalie,Fluckiger,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132732122
Q132732123,Samuel Flükiger,Samuel,Flükiger,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132732123
Q132732124,Bettina Flütsch,Bettina,Flütsch,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132732124
Q132732127,Jürg Forster,Jürg,Forster,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132732127
Q132732128,Thomas Frauenknecht,Thomas,Frauenknecht,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132732128
Q132732129,Fritz Frei,Fritz,Frei,107522893X,Mensch,1943-01-01,,,False,https://www.wikidata.org/wiki/Q132732129
Q132732130,Gogo Frei,,Frei,1089754906,Mensch,1955-01-01,,,False,https://www.wikidata.org/wiki/Q132732130
Q132732131,Herbert Frei,Herbert,Frei,134377524,Mensch,,,,False,https://www.wikidata.org/wiki/Q132732131
Q132732132,Thomas B. Frei,Thomas,Frei,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132732132
Q132732133,Michael Freiburghaus,Michael,Freiburghaus,1135574812,Mensch,,,,False,https://www.wikidata.org/wiki/Q132732133
Q132732134,Werner Frenkel,Werner,Frenkel,124794793,Mensch,1944-01-01,,,False,https://www.wikidata.org/wiki/Q132732134
Q132732135,Käthi Frenkel-Bloch,Käthi,Bloch,1116513447,Mensch,1945-01-01,,,False,https://www.wikidata.org/wiki/Q132732135
Q132732136,Gerd Frenzel,Gerd,Frenzel,130341096,Mensch,1961-01-01,,,False,https://www.wikidata.org/wiki/Q132732136
Q132732137,Elsbeth Freuler,Elsbeth,Freuler,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132732137
Q132732138,Gustav Adolf Frey,,Frey,1252782470,Mensch,1876-01-01,1962-01-01,,False,https://www.wikidata.org/wiki/Q132732138
Q132732139,Hans Benny Frey,Benny,Frey,1220455474,Mensch,1929-01-01,,,False,https://www.wikidata.org/wiki/Q132732139
Q132732140,Manfred Frey,Manfred,Frey,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132732140
Q132732141,Urs Peter Frey,Urs-Peter,Frey,109814256X,Mensch,1936-03-12,2017-11-24,,False,https://www.wikidata.org/wiki/Q132732141
Q132732142,Regula Frey-Moor,Regula,Moor,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132732142
Q132732143,Urs Frick,Urs,Frick,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132732143
Q132732145,Markus Fricker,Markus,Fricker,1330619021,Mensch,1943-01-01,,,False,https://www.wikidata.org/wiki/Q132732145
Q132732146,Walter Fricker,Walter,Fricker,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132732146
Q132732147,Kurt Friderich,Kurt,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132732147
Q132732148,Marco Friedmann,Marco,Friedmann,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132732148
Q132732149,Christian Fritschi,Christian,Fritschi,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132732149
Q132732152,Peter Früh,Peter,Früh,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132732152
Q132732153,Stefan Frühmorgen,Stefan,Frühmorgen,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132732153
Q132732155,Matthias Frutig,Matthias,Frutiger,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132732155
Q132732156,Jürg Frutiger,Jürg,Frutiger,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132732156
Q132732160,Felix Fuchs,Felix,Fuchs,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132732160
Q132732162,Judith Fuchs,Judith,Fuchs,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132732162
Q132732164,Matthias Fuchs,Matthias,Fuchs,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132732164
Q132732166,Sergio Führer,Sergio,Führer,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132732166
Q132732168,Verena Füllemann-Kuhn,Verena,Füllemann,118135325,Mensch,1949-01-01,,,False,https://www.wikidata.org/wiki/Q132732168
Q132732170,Alois Fürer,Alois,Fürer,,Mensch,1873-03-29,,,False,https://www.wikidata.org/wiki/Q132732170
Q132732172,Daniel Furrer,Daniel,Furrer,128905808,Mensch,1962-01-01,,,False,https://www.wikidata.org/wiki/Q132732172
Q132732173,Ursula Furrer-Heim,Ursula,Heim,1058382152,Mensch,,,,False,https://www.wikidata.org/wiki/Q132732173
Q132733291,Philipp Galizia,Philipp,Galizia,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132733291
Q132733292,Bettina Galliker Schrott,Bettina,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132733292
Q132733293,Anna Gallmann,Anna,Gallmann,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132733293
Q132733294,Maren Gamper,Maren,Gamper,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132733294
Q132733295,Greta Gantenbein,Greta,Gantenbein,1114668540,Mensch,1948-01-01,,,False,https://www.wikidata.org/wiki/Q132733295
Q132733296,Susanne Gantner,Susanne,Gantner,1138138711,Mensch,1947-01-01,,,False,https://www.wikidata.org/wiki/Q132733296
Q132733297,Brigitte Gasser,Brigitte,Gasser,139392785,Mensch,1960-01-01,,,False,https://www.wikidata.org/wiki/Q132733297
Q132733298,Martin Gasser,Martin,Gasser,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132733298
Q132733299,Fritz Gassmann,Fritz,Gassmann,1264832494,Mensch,1947-11-23,,,False,https://www.wikidata.org/wiki/Q132733299
Q132733300,Peter Gattlen,Peter,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132733300
Q132733301,Saskia Gauthier,Saskia,Gauthier,1253913978,Mensch,1978-01-01,,,False,https://www.wikidata.org/wiki/Q132733301
Q132733302,Doris Gautschi,Doris,Gautschi,131612247,Mensch,1968-01-01,,,False,https://www.wikidata.org/wiki/Q132733302
Q132733303,Marlène Gautschi,,Gautschi,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132733303
Q132733304,Peter Gautschi,Peter,Gautschi,128947470,Mensch,1934-01-01,,,False,https://www.wikidata.org/wiki/Q132733304
Q132733305,Verena Gautschi,Verena,Gautschi,122072367,Mensch,1939-01-01,,,False,https://www.wikidata.org/wiki/Q132733305
Q132733306,Walter Gautschi,Walter,Gautschi,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132733306
Q132733307,Rosmarie Gebhard,,Gebhard,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132733307
Q132733308,Peter Gehler,Peter,Gehler,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132733308
Q132733309,Alice Gehrig,Alice,Gehrig,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132733309
Q132733310,Hanspeter Geissmann,Hanspeter,Geissmann,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132733310
Q132733311,Amalia van Gent,Amalia,van Gent,1220738301,Mensch,,,,False,https://www.wikidata.org/wiki/Q132733311
Q132733312,Gaby Gerber,Gaby,Gerber (Langnau),,Mensch,,,,False,https://www.wikidata.org/wiki/Q132733312
Q132733313,Frohmut W. Gerheuser,,,170473090,Mensch,1939-01-01,,,False,https://www.wikidata.org/wiki/Q132733313
Q132733314,Oliver Gerlinger,Oliver,Gerlinger,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132733314
Q132733315,Silvano Germann,Silvano,Germann,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132733315
Q132733317,Theres Germann-Tillmann,,,1051614546,Mensch,,,,False,https://www.wikidata.org/wiki/Q132733317
Q132733318,Annette Gersbach,Annette,Gersbach,1246272806,Mensch,1940-01-01,,,False,https://www.wikidata.org/wiki/Q132733318
Q132733319,Olga Gerspacher,Olga,Gerspacher,126400253,Mensch,1908-03-18,1944-09-26,,False,https://www.wikidata.org/wiki/Q132733319
Q132733320,Rolf Gfeller,Rolf,Gfeller,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132733320
Q132733321,Anna Maria Giampá,Anna Maria,,1067971580,Mensch,1959-01-01,,,False,https://www.wikidata.org/wiki/Q132733321
Q132733322,Marcel Giger,Marcel,Giger,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132733322
Q132733324,Stefan Giger,Stefan,Giger,1120599776,Mensch,1959-01-01,,,False,https://www.wikidata.org/wiki/Q132733324
Q132733325,Simona Giudici,Simona,Giudici,1091566593,Mensch,2005-01-01,,,False,https://www.wikidata.org/wiki/Q132733325
Q132733326,Hans Ulrich Glarner,Hans-Ulrich,Glarner,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132733326
Q132733327,Jeanine Glarner,Jeanine,Glarner,1080200967,Mensch,1984-01-01,,,False,https://www.wikidata.org/wiki/Q132733327
Q132733329,J. Glaser,J.,Glaser,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132733329
Q132733331,Heinz Glauser,Heinz,Glauser,1106146255,Mensch,1953-01-01,,,False,https://www.wikidata.org/wiki/Q132733331
Q132733332,Lis Glavas,Lis,Glavas,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132733332
Q132733333,André Gloor,André,Gloor,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132733333
Q132733334,Barbara Gloor,Barbara,Gloor,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132733334
Q132733335,Carola Gloor,Carola,Gloor,1043243305,Mensch,1992-01-01,,,False,https://www.wikidata.org/wiki/Q132733335
Q132733336,Christian Gloor,Christian,Gloor,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132733336
Q132733337,Daniel Gloor,Daniel,Gloor,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132733337
Q132733338,Gottlieb Gloor,Gottlieb,Gloor,1275143326,Mensch,1852-07-31,1914-03-04,,False,https://www.wikidata.org/wiki/Q132733338
Q132733339,Valentin Johannes Gloor,Valentin,Gloor,131535064,Mensch,1976-01-01,,,False,https://www.wikidata.org/wiki/Q132733339
Q132733340,Walter Gloor,Walter,Gloor,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132733340
Q132733341,Ernst Gloor-Kipfer,Ernst,,1074227603,Mensch,1922-09-06,1995-09-23,,False,https://www.wikidata.org/wiki/Q132733341
Q132733342,Kerstin Gödeke,Kerstin,Gödeke,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132733342
Q132733343,Noah Goldberg,Noah,Goldberg,1108583482,Mensch,1958-01-01,,,False,https://www.wikidata.org/wiki/Q132733343
Q132733344,Rahel Göldi,Rahel,Göldi,1058227440,Mensch,,,,False,https://www.wikidata.org/wiki/Q132733344
Q132733345,Michael Ernst Graber,Michael,Graber,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132733345
Q132733346,Claudia E. Graf-Grossmann,Claudia,Graf,133204405,Mensch,1959-01-01,,,False,https://www.wikidata.org/wiki/Q132733346
Q132733347,Julia Maria Graf,,Graf,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132733347
Q132733348,Ursula Gränicher,Ursula,Gränicher,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132733348
Q132733349,Bernhard Greber,Bernhard,Greber,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132733349
Q132733350,Richard Grell,,Grell,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132733350
Q132733351,Thomas Gremminger,Thomas,Gremminger,1291686312,Mensch,,,,False,https://www.wikidata.org/wiki/Q132733351
Q132733352,Peter Grendelmeier,Peter,Grendelmeier,125286449,Mensch,1937-01-01,,,False,https://www.wikidata.org/wiki/Q132733352
Q132733353,Max Gretener,Max,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132733353
Q132733354,Christian Greutmann,Christian,Greutmann,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132733354
Q132733355,Cédric Grezet,Cédric,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132733355
Q132733356,Franziska Griessen-Ryter,Franziska,,1137351594,Mensch,1989-01-01,,,False,https://www.wikidata.org/wiki/Q132733356
Q132733357,Fred Grob,Fred,Grob,130869155,Mensch,1948-01-01,,,False,https://www.wikidata.org/wiki/Q132733357
Q132733358,Thomas Gröbly,Thomas,,132572885,Mensch,1958-01-01,,,False,https://www.wikidata.org/wiki/Q132733358
Q132733359,Peter Gros,Peter,Gros,124922848,Mensch,1957-01-01,,,False,https://www.wikidata.org/wiki/Q132733359
Q132733360,Matthias Grossmann,Matthias,Grossmann,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132733360
Q132733361,Julien Gründisch,Julien,,1262699843,Mensch,,,,False,https://www.wikidata.org/wiki/Q132733361
Q132733363,Peter Grüter,Peter,Grüter,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132733363
Q132733364,Irene Gubler,Irene,Gubler,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132733364
Q132733365,Werner Gubler,Werner,Gubler,125955278,Mensch,1933-01-01,,,False,https://www.wikidata.org/wiki/Q132733365
Q132733366,Samia Guemei,Samia,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132733366
Q132733367,Hans Gugerli,Hans,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132733367
Q132733368,Ernst Guggisberg,Ernst,Guggisberg,1113618094,Mensch,1982-01-01,,,False,https://www.wikidata.org/wiki/Q132733368
Q132733369,Elise Guignard,Elise,Guignard,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132733369
Q132733370,Elsa Günther,Elsa,Günther,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132733370
Q132733371,Stephan Gut,Stephan,Gut,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132733371
Q132733372,Walter Guttropf,Walter,,105757500,Mensch,1930-01-01,,,False,https://www.wikidata.org/wiki/Q132733372
Q132733373,Annabarbara Gysel,,Gysel,1101499109,Mensch,1989-01-01,,,False,https://www.wikidata.org/wiki/Q132733373
Q132733375,Christian Gysi,Christian,Gysi,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132733375
Q132733376,Peter Gysi,Peter,Gysi,1136731415,Mensch,1947-01-01,,,False,https://www.wikidata.org/wiki/Q132733376
Q132798109,Valentin Zumsteg,Valentin,Zumsteg,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132798109
Q132798110,Kezia Zurbrügg,Kezia,Zurbrügg,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132798110
Q132798111,Hubert Zürcher,Hubert,Zurcher,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132798111
Q132798113,Christoph Zurflüh,Christoph,Zurfluh,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132798113
Q132798114,Jürg Zürn,Jürg,Zürn,128230355,Mensch,,,,False,https://www.wikidata.org/wiki/Q132798114
Q132798115,Ruedi Zweifel,Ruedi,Zweifel,102768565X,Mensch,1942-01-01,,,False,https://www.wikidata.org/wiki/Q132798115
Q132805617,Silvia Schaub,Silvia,Schaub,143882740,Mensch,1963-01-01,,,False,https://www.wikidata.org/wiki/Q132805617
Q132807007,Conny Lüscher,Conny,Lüscher,1047268477,Mensch,1965-01-01,,,False,https://www.wikidata.org/wiki/Q132807007
Q132809145,Peter Tremp,Peter,,141997567,Mensch,1962-01-01,,,False,https://www.wikidata.org/wiki/Q132809145
Q132816833,Hugo Zubler,Hugo,,1062887727,Mensch,1937-01-01,,,False,https://www.wikidata.org/wiki/Q132816833
Q132816834,Claudia Züblin,Claudia,Züblin,13226675X,Mensch,,,,False,https://www.wikidata.org/wiki/Q132816834
Q132816835,Hansruedi Züger,Hansruedi,Züger,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132816835
Q132816836,Rainer Zulauf,Rainer,Zulauf,132040336,Mensch,1953-01-01,,,False,https://www.wikidata.org/wiki/Q132816836
Q132816837,Ueli Zulauf,Ueli,Zulauf,1264170793,Mensch,1957-01-01,,,False,https://www.wikidata.org/wiki/Q132816837
Q132816838,Fred Zülli,Fred,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132816838
Q132816839,Peter Züllig,Peter,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132816839
Q132816840,Rolf Züllig,Rolf,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132816840
Q132883890,Detlev Reich,Detlev,Reich,101364686X,Mensch,1972-01-01,,,False,https://www.wikidata.org/wiki/Q132883890
Q132886974,Erich Haag,Erich,Haag,1206988371,Mensch,1933-06-16,,,False,https://www.wikidata.org/wiki/Q132886974
Q132886975,Franz Haas,Franz,Haas,1038080533,Mensch,1931-01-01,,,False,https://www.wikidata.org/wiki/Q132886975
Q132886976,Irène Haas,Irène,Haas,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132886976
Q132886978,Ruth Haberstich,Ruth,Haberstich,111651947X,Mensch,1958-01-01,,,False,https://www.wikidata.org/wiki/Q132886978
Q132886979,Arthur Hächler,Arthur,Hächler,12375125X,Mensch,1942-01-01,,,False,https://www.wikidata.org/wiki/Q132886979
Q132886980,Ueli Haenni Ruiz,Ueli,,,Mensch,1955-01-01,,,False,https://www.wikidata.org/wiki/Q132886980
Q132886981,Eberhard Hafner,Eberhard,Hafner,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132886981
Q132886982,Heiner Halder,Heiner,Halder,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132886982
Q132886983,Paul Hälg,Paul,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132886983
Q132886984,Dora Haller,Dora,Haller,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132886984
Q132886985,Hans Haller,Hans,Haller,120720191,Mensch,1955-01-01,,,False,https://www.wikidata.org/wiki/Q132886985
Q132886986,Regina Haller,Regina,Haller,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132886986
Q132886988,Sandra Haller,Sandra,Haller,1377113914,Mensch,1972-01-01,,,False,https://www.wikidata.org/wiki/Q132886988
Q132886989,Stefan Haller,Stefan,Haller,1089311680,Mensch,1972-01-01,,,False,https://www.wikidata.org/wiki/Q132886989
Q132886990,Elisabeth Hangartner,Elisabeth,Hangartner,1103497162,Mensch,,,,False,https://www.wikidata.org/wiki/Q132886990
Q132886991,Jeannine Hangartner,Jeannine,Hangartner,1165071592,Mensch,,,,False,https://www.wikidata.org/wiki/Q132886991
Q132886993,Regula Hänggli Fricker,Regula,,1186294191,Mensch,,,,False,https://www.wikidata.org/wiki/Q132886993
Q132886994,Franz Hard,Franz,Hard,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132886994
Q132886995,Christian Härdi,Christian,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132886995
Q132886997,Gert Harries,Gert,Harries,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132886997
Q132886998,Luis Hartl,Luis,Hartl,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132886998
Q132886999,Georges Hartmeier,Georges,,1233329944,Mensch,,,,False,https://www.wikidata.org/wiki/Q132886999
Q132887000,Helene Häseli,Helene,,124585728,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887000
Q132887001,Valentin Häseli,Valentin,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887001
Q132887002,Hüseyin Haskaya,Hüseyin,,135616425,Mensch,1964-01-01,,,False,https://www.wikidata.org/wiki/Q132887002
Q132887003,Viviane Hasler,Viviane,Hasler,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887003
Q132887004,Hans-Rudolf Hässig-Gartmann,,,1229381848,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887004
Q132887006,Willi Hauenstein,Willi,Hauenstein,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887006
Q132887007,Hans Peter Haug,Hans Peter,Haug,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887007
Q132887009,Andrea Hauner,Andrea,Hauner,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887009
Q132887010,Othmar Häuptli,Othmar,Häuptli,123958792,Mensch,1892-01-01,1983-01-01,,False,https://www.wikidata.org/wiki/Q132887010
Q132887011,Marcel Hauri,Marcel,Hauri,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887011
Q132887012,Hans Hauri-Karrer,Hans,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887012
Q132887013,Maja Haus,Maja,Haus,1318525616,Mensch,1991-01-01,,,False,https://www.wikidata.org/wiki/Q132887013
Q132887014,Peter Hauser,Peter,Hauser,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887014
Q132887015,Bernadette Häusler,Bernadette,Häusler,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887015
Q132887018,Antonia Hauswirth,Antonia,Hauswirth,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887018
Q132887019,Andreas Hediger,Andreas,Hediger,139655379,Mensch,1977-01-01,,,False,https://www.wikidata.org/wiki/Q132887019
Q132887020,Daniel Hediger,Daniel,Hediger,1151538043,Mensch,1950-01-01,,,False,https://www.wikidata.org/wiki/Q132887020
Q132887021,Moritz Hediger,Moritz,Hediger,138647682,Mensch,1922-01-01,,,False,https://www.wikidata.org/wiki/Q132887021
Q132887023,Ulrich Hegnauer,Ulrich,Hegnauer,1351616730,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887023
Q132887024,Heini Hehl,Heini,,1019458208,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887024
Q132887025,Christoph Heid,Christoph,Heid,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887025
Q132887026,Monika Heid,Monika,Heid,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887026
Q132887027,Martina Heiliger,Martina,Heiliger,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887027
Q132887029,Christian Heilmann-Schläpfer,Christian,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887029
Q132887030,Alfred Heim,Alfred,Heim,133627861,Mensch,1927-01-01,,,False,https://www.wikidata.org/wiki/Q132887030
Q132887031,Anja Heim,Anja,Heim,,Mensch,,,,False,https://www.wikidata.org/wiki/Q132887031
