q_id,label,given,family,gnd,instance_of,birth,death,dewiki_url,has_dewiki,wikidata_url
Q133448493,Hildegard Russenberger,Hildegard,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133448493
Q133448494,Hans Rüssli,Hans,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133448494
Q133448495,Hans Rusterholz,Hans,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133448495
Q133448496,Ernst Rütimann,Ernst,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133448496
Q133448499,Pia Maria Rutishauser,Pia,Rutishauser,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133448499
Q133448500,Claudia Rüttimann,Claudia,Rüttimann,131923943,Mensch,1967-01-01,,,False,https://www.wikidata.org/wiki/Q133448500
Q133448501,Q133448501,Inge,,129577545,Mensch,1963-01-01,,,False,https://www.wikidata.org/wiki/Q133448501
Q133448502,Jürg Rychener,Jürg,,1259854132,Mensch,1951-07-25,2021-12-30,,False,https://www.wikidata.org/wiki/Q133448502
Q133461520,Margaretha Kieser,Margaretha,Kieser,1292618353,Mensch,1829-09-12,1901-01-01,https://de.wikipedia.org/wiki/Margaretha_Kieser,True,https://www.wikidata.org/wiki/Q133461520
Q133468478,Doris Smonig-Klauser,Doris,Klauser,1101619686,Mensch,1974-01-01,,,False,https://www.wikidata.org/wiki/Q133468478
Q133474521,Benno Zogg,Benno,Zogg,1116572710,Mensch,1989-01-01,,,False,https://www.wikidata.org/wiki/Q133474521
Q133474974,Fritz Schatzmann,Fritz,Schatzmann,1117556034,Mensch,1957-01-01,,,False,https://www.wikidata.org/wiki/Q133474974
Q133476213,Sandra Walti Niklaus,Sandra,Walti,1120435250,Mensch,1970-01-01,,,False,https://www.wikidata.org/wiki/Q133476213
Q133483647,Gerhard Trottmann,Gerhard,Trottmann,1131112873,Mensch,1941-01-01,,,False,https://www.wikidata.org/wiki/Q133483647
Q133508711,Hans  Widmer,Hans,Widmer,138021449,Mensch,1923-01-01,,,False,https://www.wikidata.org/wiki/Q133508711
Q133509900,Rafael Wagner,Rafael,Wagner,1195731639,Mensch,1988-01-01,,,False,https://www.wikidata.org/wiki/Q133509900
Q133566223,Josef Sachs,Josef,Sachs,13149998X,Mensch,1949-01-01,,,False,https://www.wikidata.org/wiki/Q133566223
Q133566224,Andreas Sager,Andreas,Sager,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566224
Q133566225,Tuya Salina,,Salina,121397041,Mensch,1955-01-01,,,False,https://www.wikidata.org/wiki/Q133566225
Q133566226,Rebecca Sanders,Rebecca,Sanders,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566226
Q133566227,Mario Sandmeier,Mario,Sandmeier,1291685464,Mensch,1985-01-01,,,False,https://www.wikidata.org/wiki/Q133566227
Q133566228,Valerie Sandmeier,Valerie,Sandmeier,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566228
Q133566229,Verena Sandmeier-Ackermann,Verena,Sandmeier,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566229
Q133566230,Claudio Scalmazzi,Claudio,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566230
Q133566231,Roberto Scappaticci,Roberto,Scappaticci,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566231
Q133566232,Martin Schacke,Martin,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566232
Q133566234,Beatrice Schaerli-Corradini,Beatrice,Corradini,113087675,Mensch,1952-01-01,,,False,https://www.wikidata.org/wiki/Q133566234
Q133566235,Antonio Schäfer-Grosswiler,Antonio,Grosswiler,129797162,Mensch,1951-01-01,,,False,https://www.wikidata.org/wiki/Q133566235
Q133566236,Alfred Schaffner,Alfred,Schaffner,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566236
Q133566237,Astrid-Vera Schaffner,,Schaffner,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566237
Q133566238,Friedel Schalch,Friedel,Schalch,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566238
Q133566239,Eddy Schambron,Eddy,,135846005,Mensch,1955-01-01,,,False,https://www.wikidata.org/wiki/Q133566239
Q133566240,Hans-Ulrich Schär,Hans-Ulrich,Schär,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566240
Q133566241,Monika Schär,Monika,Schär,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566241
Q133566243,Jürg Christian Schärer,Jürg,,125461909,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566243
Q133566244,Rudolf Schärer,Rudolf,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566244
Q133566245,Jo Scharwächter,Jo,Scharwächter,118886878,Mensch,1944-01-01,,,False,https://www.wikidata.org/wiki/Q133566245
Q133566246,Heinz Schaub,Heinz,Schaub,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566246
Q133566247,Urs Schaufelberger,Urs,Schaufelberger,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566247
Q133566248,Othmar Schaufelbühl,Othmar,Schaufelbühl,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566248
Q133566249,Urs Scheidegger,Urs,Scheidegger,1116029499,Mensch,1946-01-01,,,False,https://www.wikidata.org/wiki/Q133566249
Q133566250,Fabian Schenkel,Fabian,Schenkel,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566250
Q133566251,Erhard Schenker,Erhard,Schenker,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566251
Q133566253,Mario Schenker,Mario,Schenker,1151269999,Mensch,1984-01-01,,,False,https://www.wikidata.org/wiki/Q133566253
Q133566254,Claudia Scherrer,Claudia,Scherrer,1075496233,Mensch,1964-01-01,,,False,https://www.wikidata.org/wiki/Q133566254
Q133566255,Valeria Schibli,Valeria,Schibli,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566255
Q133566256,Eva Schiffer,Eva,Schiffer,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566256
Q133566257,Franz Xaver Schifferli,Franz Xaver,Schifferli,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566257
Q133566258,Lea Schindler,Lea,Schindler,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566258
Q133566260,Rudolf Schindler,Rudolf,Schindler,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566260
Q133566261,Catherine Rebekka Schinz,Rebekka,Schinz,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566261
Q133566262,Dieter Schlachter,Dieter,Schlachter,1347234292,Mensch,1958-01-01,,,False,https://www.wikidata.org/wiki/Q133566262
Q133566264,Bruno Schläfli,Bruno,Schläfli,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566264
Q133566265,Q133566265,Katja,Schlegel,1273374177,Mensch,1984-01-01,,,False,https://www.wikidata.org/wiki/Q133566265
Q133566266,Urs M. Schmassmann,M.,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566266
Q133566269,Franz Schmid,Franz,Schmid,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566269
Q133566270,Heinz Schmid,Heinz,Schmid,122626106X,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566270
Q133566271,Heinz Schmid,Heinz,Schmid,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566271
Q133566272,Helen Schmid,Helen,Schmid,1060790742,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566272
Q133566273,Herbert Schmid,Herbert,Schmid,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566273
Q133566275,Maria C. Schmid,Maria,Schmid,13261751X,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566275
Q133566276,Pia Schmid,Pia,Schmid,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566276
Q133566277,Rafael Schmid,Rafael,Schmid,1148597719,Mensch,1980-01-01,,,False,https://www.wikidata.org/wiki/Q133566277
Q133566278,Richard Schmid,,Schmid,1062676912,Mensch,1958-01-01,,,False,https://www.wikidata.org/wiki/Q133566278
Q133566279,Romi Schmid,Romi,Schmid,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566279
Q133566280,Sandra Schmid,Sandra,Schmid,1160447934,Mensch,1990-01-01,,,False,https://www.wikidata.org/wiki/Q133566280
Q133566281,Christopher Schmidt,Christopher,Schmidt,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566281
Q133566283,Rudolf Schmitter,Rudolf,Schmitter,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566283
Q133566284,Rahel Schmuziger,Rahel,Schmuziger,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566284
Q133566285,Gianna Schneeberger-Jörger,Gianna,Jörger,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566285
Q133566286,Anita Schneider,Anita,Schneider,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566286
Q133566288,Barbara Schneider,Barbara,Schneider,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566288
Q133566289,Steven Schneider,Steven,Schneider,128975903,Mensch,1964-01-01,,,False,https://www.wikidata.org/wiki/Q133566289
Q133566290,Johannes Schober,Johannes,Schober,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566290
Q133566291,Daniel Schoch,Daniel,Schoch,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566291
Q133566292,Peter Scholer,Peter,Scholer,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566292
Q133566293,Roland Schöni,Roland,Schöni,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566293
Q133566294,Dieter Schoop,Dieter,Schoop,135824656,Mensch,1932-01-01,,,False,https://www.wikidata.org/wiki/Q133566294
Q133566296,Alfred Schriber,Alfred,Schriber,1142930483,Mensch,1937-01-01,,,False,https://www.wikidata.org/wiki/Q133566296
Q133566297,Sandra Schumacher Walser,Sandra,Walser,1017072280,Mensch,1974-11-26,,,False,https://www.wikidata.org/wiki/Q133566297
Q133566298,Hans Schüpbach,Hans,Schüpbach,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566298
Q133566299,Stefan Schürmann,Stefan,Schürmann,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566299
Q133566300,Norbert Schwegler,Norbert,Schwegler,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566300
Q133566302,Hans Jörg Schweizer,Jörg,Schweizer,1029382018,Mensch,1938-01-01,2022-01-01,,False,https://www.wikidata.org/wiki/Q133566302
Q133566303,Urs Schweizer,Urs,Schweizer,1213062101,Mensch,1954-01-01,,,False,https://www.wikidata.org/wiki/Q133566303
Q133566304,Regula Schweizer-Keller,Regula,Keller,12545953X,Mensch,1942-07-30,,,False,https://www.wikidata.org/wiki/Q133566304
Q133566305,Herbert Schwitter,Herbert,Schwitter,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566305
Q133566306,Marc Philipp Seidel,,Seidel,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566306
Q133566308,Katja Seifried,Katja,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566308
Q133566309,Iris Seiler,Iris,Seiler,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566309
Q133566310,Roman Seiler,Roman,Seiler,126713189,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566310
Q133566311,Sylvia Sempert,Sylvia,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566311
Q133566312,Arthur Senn,Arthur,Senn,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566312
Q133566313,Thomas Senn,Thomas,Senn,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566313
Q133566314,Yolanda Senn Ammann,Yolanda,Ammann,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566314
Q133566315,Suzana Senn-Benes,Suzana,Benes,1285310179,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566315
Q133566317,Monique Senn-Buchs,Monique,Buchs,1122288298,Mensch,1942-01-01,,,False,https://www.wikidata.org/wiki/Q133566317
Q133566318,Martin Sennhauser,Martin,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566318
Q133566319,Emil Setz,Emil,Setz,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566319
Q133566320,Lulu Shi,Lulu,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566320
Q133566321,Claude Sidler,Claude,Sidler,1245586335,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566321
Q133566322,Roger Sidler,,Sidler,115773649,Mensch,1968-01-01,,,False,https://www.wikidata.org/wiki/Q133566322
Q133566323,Kathrin Siebenhaar,Kathrin,Siebenhaar,1018791760,Mensch,1971-01-01,,,False,https://www.wikidata.org/wiki/Q133566323
Q133566324,Freddy Siegenthaler,Freddy,Siegenthaler,1172739889,Mensch,1956-01-01,,,False,https://www.wikidata.org/wiki/Q133566324
Q133566325,Marcel Siegenthaler-Scherrer,Marcel,Siegenthaler,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566325
Q133566326,André Siegrist,André,Siegrist,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566326
Q133566327,Dave Siegrist,Dave,Siegrist,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566327
Q133566328,Martina Siegrist,Martina,Siegrist,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566328
Q133566329,Max Siegrist,Max,Siegrist,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566329
Q133566330,Regula Siegrist-Keller,Regula,Siegrist,1123746869,Mensch,1965-01-01,2013-01-01,,False,https://www.wikidata.org/wiki/Q133566330
Q133566331,Silvia Signer,Silvia,,13553688X,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566331
Q133566332,Marion Sinniger,Marion,Sinniger,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566332
Q133566333,Sina Sintar,Sina,,134108787,Mensch,1911-01-01,2007-01-01,,False,https://www.wikidata.org/wiki/Q133566333
Q133566334,Q133566334,Jann,Six,122260821,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566334
Q133566335,Fabienne Skarpetowski,Fabienne,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566335
Q133566337,Lucie Soland,Lucie,Soland,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566337
Q133566338,Patrick Sommer,,Sommer,1018146989,Mensch,1976-01-01,,,False,https://www.wikidata.org/wiki/Q133566338
Q133566339,Raffael Sommerhalder,Raffael,Sommerhalder,1052316913,Mensch,1991-01-01,,,False,https://www.wikidata.org/wiki/Q133566339
Q133566340,Rudolf Sommerhalder,Rudolf,Sommerhalder,114615416X,Mensch,1931-02-10,,,False,https://www.wikidata.org/wiki/Q133566340
Q133566341,Márcio de Sousa,Márcio,de Sousa,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566341
Q133566342,Peter Spalinger,Peter,Spalinger,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566342
Q133566343,Martin Spiegelberg,Martin,Spiegelberg,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566343
Q133566344,Milena Spiegelberg,Milena,Spiegelberg,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566344
Q133566345,Michèle Spieler,Michèle,Spieler,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566345
Q133566346,Beni Spielmann,,Spielmann,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566346
Q133566347,Anita Spielmann-Spengler,Anita,Spengler,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566347
Q133566348,Marianne Spiess,Marianne,Spiess,1355865700,Mensch,1954-01-01,,,False,https://www.wikidata.org/wiki/Q133566348
Q133566349,Alexander Spillmann,Alexander,Spillmann,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566349
Q133566350,Andreas Spörri,Andreas,Spörri,135195543,Mensch,1959-01-01,,,False,https://www.wikidata.org/wiki/Q133566350
Q133566351,Gregor Spörri,Gregor,Spörri,1037890329,Mensch,1955-01-01,,,False,https://www.wikidata.org/wiki/Q133566351
Q133566352,Hubert Spörri,Hubert,Spörri,1157134548,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566352
Q133566353,Rico Spring,Rico,Spring,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566353
Q133566354,Katharina Stäger,Katharina,Stäger,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566354
Q133566355,Markus Stäger,Markus,Stäger,13209004X,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566355
Q133566356,Benedikt Stalder,Benedikt,Stalder,1309072116,Mensch,1940-01-01,,,False,https://www.wikidata.org/wiki/Q133566356
Q133566357,Ernst Stalder,Ernst,Stalder,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566357
Q133566358,Michaela Stalder,,Stalder,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566358
Q133566359,Q133566359,Patrik,Stalder,1161866892,Mensch,1966-01-01,,,False,https://www.wikidata.org/wiki/Q133566359
Q133566360,Klaus Stammbach,Klaus,Stammbach,12569170X,Mensch,1924-01-01,,,False,https://www.wikidata.org/wiki/Q133566360
Q133566361,Rudolf Starkermann,Rudolf,,10772927X,Mensch,1924-01-01,,,False,https://www.wikidata.org/wiki/Q133566361
Q133566362,Erna Staub,Erna,Staub,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566362
Q133566363,Ruth Staub,Ruth,Staub,1129130401,Mensch,1916-01-01,,,False,https://www.wikidata.org/wiki/Q133566363
Q133566364,Tamara Stauber,Tamara,Stauber,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566364
Q133566365,Jürg Stäuble,Jürg,Stäuble,1124023895,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566365
Q133566366,Karl Staubli,Karl,Staubli,11765230X,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566366
Q133566367,Priska Steinebrunner,Priska,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566367
Q133566368,Cornelia M.R.  Steiner,Cornelia,Steiner,1081214880,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566368
Q133566369,Eduard Steiner,Eduard,Steiner,122469445,Mensch,1932-01-01,2020-09-20,,False,https://www.wikidata.org/wiki/Q133566369
Q133566370,Hans Steiner,Hans,Steiner,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566370
Q133566371,Jürg Steiner,Jürg,Steiner,130447552,Mensch,1937-01-01,,,False,https://www.wikidata.org/wiki/Q133566371
Q133566372,Paul Steiner,Paul,Steiner,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566372
Q133566373,Ruth Steiner,Ruth,Steiner,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566373
Q133566374,Simon Steiner,Simon,Steiner,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566374
Q133566375,Rolf Stephani,Rolf,Stephani,1236856449,Mensch,1938-01-01,,,False,https://www.wikidata.org/wiki/Q133566375
Q133566376,Peter Sterki,Peter,,121747379,Mensch,1963-01-01,,,False,https://www.wikidata.org/wiki/Q133566376
Q133566377,Regula Stibi,Regula,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566377
Q133566378,Dorothee Stich,Dorothee,Stich,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566378
Q133566379,Norbert Stichert,Norbert,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566379
Q133566380,Roland Stiefel,Roland,Stiefel,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566380
Q133566381,Anna Stöckli,Anna,Stöckli,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566381
Q133566382,Siegfried Stöckli-Hemmeler,Siegfried,Stöckli,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566382
Q133566383,Corinne Stohler,Corinne,Stohler,1181975662,Mensch,1976-01-01,,,False,https://www.wikidata.org/wiki/Q133566383
Q133566384,Q133566384,Ludwig,Storz,125696566,Mensch,1920-01-01,,,False,https://www.wikidata.org/wiki/Q133566384
Q133566385,Ernst Strebel,Ernst,Strebel,12237004X,Mensch,1951-01-01,,,False,https://www.wikidata.org/wiki/Q133566385
Q133566386,Hans Martin Strebel,Hans,Strebel,125951337,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566386
Q133566387,Johanna Strebel,Johanna,Strebel,1261471806,Mensch,1809-12-20,1882-05-20,,False,https://www.wikidata.org/wiki/Q133566387
Q133566388,Lorenz Strebel,,Strebel,142305529,Mensch,1971-06-22,,,False,https://www.wikidata.org/wiki/Q133566388
Q133566390,Franz Streif,Franz,Streif,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566390
Q133566391,Q133566391,Klaus,Streif,129778346,Mensch,1940-01-01,,,False,https://www.wikidata.org/wiki/Q133566391
Q133566392,Nicolas Struchen,Nicolas,Struchen,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566392
Q133566393,Denise Stuber,Denise,Stuber,1286249139,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566393
Q133566394,André Stucki,André,Stucki,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566394
Q133566395,Tatjana Stucki,Tatjana,Stucki,1168273471,Mensch,1994-01-01,,,False,https://www.wikidata.org/wiki/Q133566395
Q133566396,Rosa Studer,Rosa,Studer,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566396
Q133566397,Dieter Studer-Joho,Dieter,Studer,1211180115,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566397
Q133566398,Q133566398,Dominique,Studerus,173950124,Mensch,1978-01-01,,,False,https://www.wikidata.org/wiki/Q133566398
Q133566399,Edmund Studiger,Edmund,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566399
Q133566400,Bernhard Stüssi,Bernhard,Stüssi,1116586827,Mensch,1984-01-01,,,False,https://www.wikidata.org/wiki/Q133566400
Q133566401,Manuel Süess,Manuel,,1043396314,Mensch,1981-01-01,,,False,https://www.wikidata.org/wiki/Q133566401
Q133566402,Otto H. Suhner,Otto,Suhner,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566402
Q133566403,Beat Suter,Beat,Suter,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566403
Q133566404,Marcel Suter,Marcel,Suter,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566404
Q133566405,Q133566405,Miriam,Suter,1227907222,Mensch,1988-01-01,,,False,https://www.wikidata.org/wiki/Q133566405
Q133566406,Patrizia Suter,Patrizia,Suter,,Mensch,,,,False,https://www.wikidata.org/wiki/Q133566406
Q133566407,Peter Suter,Peter,Suter,1062582179,Mensch,1948-01-01,,,False,https://www.wikidata.org/wiki/Q133566407
Q133566408,Ulrich Suter,Ulrich,Suter,129869457,Mensch,1961-01-01,,,False,https://www.wikidata.org/wiki/Q133566408
Q1335785,Emil Albert Baldinger,Albert,Baldinger,1050009797,Mensch,1838-06-26,1907-01-05,https://de.wikipedia.org/wiki/Emil_Albert_Baldinger,True,https://www.wikidata.org/wiki/Q1335785
Q133592859,Magdalena Zschokke,Magdalena,Zschokke,1082296562,Mensch,1950-01-01,,,False,https://www.wikidata.org/wiki/Q133592859
Q1336074,Emil Frey,Emil,Frey,137504535,Mensch,1889-04-08,1946-05-20,https://de.wikipedia.org/wiki/Emil_Frey_(Komponist),True,https://www.wikidata.org/wiki/Q1336074
Q133628962,Sandra Wiederkehr-Hottiger,Sandra,Hottiger,1108557198,Mensch,1980-01-01,,,False,https://www.wikidata.org/wiki/Q133628962
Q133639746,Ruth Vuilleumier-Kirschbaum,Ruth,,1157175805,Mensch,1946-01-01,,,False,https://www.wikidata.org/wiki/Q133639746
Q133644609,Peter Voser,Peter,Voser,1279734051,Mensch,1923-01-01,,,False,https://www.wikidata.org/wiki/Q133644609
Q133700530,Paul Martin Winiger,Paul,Winiger,134067029,Mensch,1915-01-01,2005-06-17,,False,https://www.wikidata.org/wiki/Q133700530
Q133765976,Kurt Weibel,Kurt,Weibel,17060800X,Mensch,1952-01-01,,,False,https://www.wikidata.org/wiki/Q133765976
Q133822865,Q133822865,Fritz,Schaub,123823749,Mensch,1944-03-06,,,False,https://www.wikidata.org/wiki/Q133822865
Q134100315,Marcel Lüscher,Marcel,Lüscher,1084606976,Mensch,1971-01-01,,https://de.wikipedia.org/wiki/Marcel_L%C3%BCscher,True,https://www.wikidata.org/wiki/Q134100315
Q1344311,Ernst Widmer,Ernst,Widmer,124208738,Mensch,1927-04-25,1990-01-03,https://de.wikipedia.org/wiki/Ernst_Widmer,True,https://www.wikidata.org/wiki/Q1344311
Q134469654,Rahela Syed,,Syed,,Mensch,,,,False,https://www.wikidata.org/wiki/Q134469654
Q134469655,Vladimir Tajsic,Wladimir,,,Mensch,,,,False,https://www.wikidata.org/wiki/Q134469655
